Gen : 0
0 | 0.9837082626231857 | 1.0 | 1.0
1 | 0.9837082626231857 | 1.0 | 1.0
2 | 0.9927744539878084 | 1.0 | 1.0
3 | 0.9837082626231857 | 1.0 | 0.81
4 | 0.9927744539878084 | 1.0 | 1.0
5 | 0.9837082626231857 | 1.0 | 1.0
6 | 0.9544340029249649 | 1.0 | 1.0
7 | 0.8112781244591328 | 1.0 | 0.81
8 | 0.934068055375491 | 1.0 | 1.0
9 | 0.9182958340544896 | 0.675 | 0.81
10 | 0.934068055375491 | 1.0 | 1.0
11 | 0.8960382325345575 | 0.8 | 1.0
12 | 0.9927744539878084 | 1.0 | 1.0
13 | 1.0 | 1.0 | 1.0
14 | 0.7691928290130138 | 1.0 | 0.81
15 | 0.9709505944546686 | 1.0 | 1.0
16 | 0.9852281360342516 | 0.7 | 1.0
17 | 0.9837082626231857 | 1.0 | 1.0
18 | 0.9837082626231857 | 1.0 | 1.0
19 | 0.9927744539878084 | 1.0 | 1.0
20 | 0.9709505944546686 | 1.0 | 1.0
21 | 0.9709505944546686 | 1.0 | 1.0
22 | 0.99819587904281 | 1.0 | 0.9
23 | 0.9097361225311662 | 1.0 | 1.0
24 | 0.9837082626231857 | 1.0 | 1.0
25 | 0.7918583525674836 | 0.525 | 1.0
26 | 0.99819587904281 | 1.0 | 1.0
27 | 0.9097361225311662 | 1.0 | 0.9
28 | 0.934068055375491 | 1.0 | 1.0
29 | 0.9709505944546686 | 1.0 | 1.0
30 | 0.9837082626231857 | 1.0 | 0.9
31 | 0.9709505944546686 | 1.0 | 1.0
32 | 0.9837082626231857 | 1.0 | 1.0
33 | 0.9709505944546686 | 0.125 | 1.0
34 | 0.99819587904281 | 1.0 | 1.0
35 | 0.9837082626231857 | 1.0 | 1.0
36 | 0.99819587904281 | 1.0 | 1.0
37 | 0.8812908992306927 | 1.0 | 1.0
38 | 0.9837082626231857 | 1.0 | 1.0
39 | 0.9837082626231857 | 1.0 | 1.0
40 | 0.934068055375491 | 1.0 | 1.0
41 | 0.7024665512903903 | 0.525 | 1.0
42 | 1.0 | 1.0 | 0.9
43 | 0.6690158350565576 | 1.0 | 1.0
44 | 0.8112781244591328 | 1.0 | 0.9
45 | 0.9544340029249649 | 1.0 | 1.0
46 | 0.9709505944546686 | 1.0 | 1.0
47 | 0.9544340029249649 | 1.0 | 1.0
48 | 0.7691928290130138 | 1.0 | 1.0
49 | 0.961236604722876 | 0.325 | 1.0
50 | 0.99819587904281 | 1.0 | 1.0
51 | 0.9837082626231857 | 1.0 | 1.0
52 | 0.8812908992306927 | 1.0 | 1.0
53 | 0.6098403047164004 | 1.0 | 1.0
54 | 0.0 | 0.025 | 1.0
